视频id,标题,描述,最新弹幕数量,金币数量,不喜欢,收藏,最高排名,点赞数,目前排名,回复数,分享数,观看数,弹幕内容
av86164256,【合集】B站跑酷区up邀请你一起跑毒（冠状病毒）,由于疫情严重，我们拒绝出门训练！因此，我们将过去彼此的跑酷视频作为素材，制作了本期励志视频。本期视频的所有收益，将会全部捐赠给武汉，也希望大家注意身体，像我们热爱运动一样热爱生命。武汉加油！我们能赢！;;;本次活动参与人员:;;;跑酷余小羽;;;妄兮流年--跑酷LOW;;;梓川冷风--跑酷;;;青初霜;;;不二之巅-跑酷;;;-Whiskey-;;;虫扁虫畐亻夹;;;Traceur_水水;;;跑酷小峰;;;土拨鼠;;;灰灰爱跑酷;;;柠九;;;Traceur-增;;;TraceurNX孤辰;;;RedBull跑酷靇魂;;;RCS跑酷-LOW秀,257,1585,0,773,0,2829,0,222,122,20683,Gc熬夜的胜利---厉害---？？这么高---土拨鼠牛逼！---啊啊啊啊是我---土拨鼠流批！---来了来了---哈哈哈哈哈哈画风突变---榴莲！！！---榴莲！---
av86594566,【访谈|理解难度:入门+科普级】内含武汉新型冠状病毒疫情在投资上如何应对的最佳投资方案【财经访谈01-上|香港对冲基金量化研究员(师弟)】,【本次精英访谈分上下两部分，本期视频为上半部分】;;;从正态分布上看，总会有极少的人能做到大部分人认为不可能的事情。你可以把这些称为幸存者偏差，但我认为并不恰当，你没有分清运气无法精确制导与能力可以自我提升的区别；你可以把别人的成就归为运气使然，然后作为自己懒惰不愿学习进步的借口，最后以运气没有命中你来诠释失败，可以没问题，我相信也没人想阻止你，甚至很多人还巴不得越来越多的人这么想，毕竟竞争已经那么残酷了。;;;【若无足够投资知识和认知储备，不要入市！不要入市！不要入市！】;;;【股市有风险，最好别入市】,273,933,0,923,0,1103,0,222,182,27198,我是第一？？？---两倍速挑战我来了---开篇太久---你风趣幽默的师弟在哪里---指挥部2：35---码农---哈哈哈哈哈哈哈哈哈哈---好美的文字---lail---不是做空不了股指了么？要从新加坡沽a50？---
av84613317,新型冠状病毒肺炎隔离区曝光，数百名医护人员奋战一线。,https://view.inews.qq.com/a/20200122V0GOXD00?uid=&chlid=news_news_top&jumpType=104&devid=8577f9f013133853&qimei=8577f9f013133853,23,12,0,75,0,1361,0,116,31,65514,致敬白衣战士---辛苦了---好可爱～加油鸭！！！---数百名，数万名都不够啊---可爱---加油啊！医护人员辛苦了，请注意安全---武汉加油---加油---英雄---可爱的天使，保护好自己，辛苦了---
av84692824,新型冠状病毒爆发，22日世卫组织暂缓宣布新型肺炎为紧急事件，将23日与中国专家共同协商。,一月22日世卫组织暂缓宣布新型肺炎为紧急事件，世界卫生组织在瑞士召开紧急会议。总干事谭德赛表示需要掌握更多信息，将于23日会议后决定是否宣布新型冠状病毒肺炎疫情为国际关注的突发公共卫生事件。世卫组织在中国的团队正在与中国的专家和官员一起调查疫情。,0,7,0,44,0,322,0,184,34,63379,
av85020831,当你跟你家某位亲戚介绍新型肺炎冠状病毒的时候，亲戚会有什么反应……【武汉加油！】,当你跟你家某位亲戚介绍新型肺炎冠状病毒的时候，亲戚会有什么反应……【武汉加油！】当你跟你家某位亲戚介绍新型肺炎冠状病毒的时候，亲戚会有什么反应……【武汉加油！】,50,217,0,298,0,1582,0,45,94,54525,嗯---过于真实---卧槽这个蝙蝠哈哈哈哈哈哈哈哈哈哈哈哈哈哈---哈---giao---火钳刘明---生动形象---喵？？？？？？？---真实---真实真实---
av82765457,武汉不明原因肺炎病原体为新型冠状病毒，动画科普冠状病毒，做好日常防护措施不必惊慌,武汉病毒性肺炎疫情引发社会广泛关注，经过专家组病原检测，病原体初步判定为新型冠状病毒。而在2002年的非典SARS，2012年的中东呼吸综合征，也是由冠状病毒感染引发。冠状病毒是一类主要引起呼吸道、肠道疾病的病原体，整个病毒颗粒就像一顶帝王的皇冠，因此得名“冠状病毒”。那么，冠状病毒是什么？有什么特点？新型病毒传人吗？在流感高发季，我们应该如何预防被感染？,24,74,0,251,0,600,0,167,473,74404,害怕---。。。---学校…---学校。。。。。。。。。。---教室---网吧---  死  肥  宅  的  胜  利  ---?---网吧....---我觉得像水雷---
av84717112,辟谣！关于新型冠状病毒的9个谣言 真相在这里,新病毒是SARS？吸烟者能免疫病毒？喝板蓝根可治疗新肺炎？随着多个地区陆续通报新型冠状病毒感染的肺炎病例，很多不正确的说法或预防措施开始在网络上混淆视听，使人忽视了正确的应对方法。,163,402,0,541,0,3626,0,264,1178,50579,万能药-板兰根。冲。---哈哈哈---？？？---这个谣言真的敢想---这么蠢的谣言也有人信吗？---Hhhh---笑死我了怕是没上过初中---造谣鬼才---哈哈---这个谣言，是把别人当傻子？？？---
av90764522,【折纸-教程】折个“冠状病毒”？——Maple Seed花球,看这个花球的某些角度像不像“生物危险标志”？有刺突，是不是又有点像冠状病毒呢？愿大家都能健健康康，疫情早日过去;;;;;;本期作品：MapleSeed花球，原设计：川村みゆき;;;建议素材：6或12或30张2.5×7.5cm长方形纸制作;;;;;;BGM见网易云“折纸的白叔”歌单：http://music.163.com/#/playlist?id=535306305&userid=78111170;;;往期视频发布/作业贴：http://tieba.baidu.com/p/4395732456,68,322,0,426,0,2034,0,146,103,18503,第一、---反光好厉害啊---前排！---有点费夹子---没事我手多，不用夹子---鸭平---我觉得我又行了---233333333---鸭平上线---蛋白质外壳儿～---
av84451303,新型冠状病毒来袭，一定要保护好自己,,174,1542,0,465,0,5067,0,362,115,34539,辛苦奶奶啦---有就好啦---奶奶也要注意，要带医用口罩---谢谢奶奶---合肥已经有疑似病历啦---奶奶注意啊---要蓝色的那种医用外科口罩---有准备---郑州1例了---对---
av95297576,新型冠状病毒怎样入侵人体？如何战胜新冠病毒？,新型冠状病毒是怎样入侵人体的？如何战胜新冠病毒？;;;;;;资料：;;;https://www.youtube.com/watch?v=OTYfke545vI;;;https://youtu.be/2bI5pQGXl2o;;;https://youtu.be/PzunOgYHeyg,12,73,0,209,0,324,0,11,156,3972,好强！怎么能换什么发型都保持了美貌水准❓---哈哈哈哈哈哈哈严谨！看到reference了！---呸这老毒物！---好的学到了，我多收集点鼻涕（嘻嘻---怎么回事？这么美？啊？竟敢这么好看？---也祝你快乐！---也祝大家平安---天呐下期话题好有趣，好想现在就看啊嘤嘤嘤（干吹---这个也是造成难以纠正的代谢性酸中毒的原因---这个新up主很漂亮---
av85107838,中国加油！用猫和老鼠的方式打开新型冠状病毒，我们能否战胜新型冠状病毒,中国加油！为奋战在一线的医疗人员们，送上最大的鼓励！;;;░░░░░░░░░░░▄▄;;;░░░░░░░░░░░█░█;;;░░░░░░░░░░░█░█;;;░░░░░░░░░░█░░█;;;░░░░░░░░░█░░░█;;;███████▄▄█░░░██████▄;;;▓▓▓▓▓▓█░░░░░░░░░░░░█;;;▓▓▓▓▓▓█░░░░░░░░░░░░█;;;▓▓▓▓▓▓█░░░░░░░░░░░░█;;;▓▓▓▓▓▓█░░░░░░░░░░░░█;;;▓▓▓▓▓▓█░░░░░░░░░░░░█;;;▓▓▓▓▓▓█████░░░░░░░░█;;;██████▀▀▀██████▀,149,584,0,500,0,4640,0,52,55,44613,危---危---危---危---危危---危---危---危---危---武汉加油---
av84739485,1月23日重庆UP实拍，冠状病毒肺炎下，商圈，现在是什么情况？,1月23日重庆UP实拍，冠状病毒肺炎下，商圈，现在是什么情况？,65,4,0,7,0,154,0,143,37,58263,这么好耍的重庆人，没得啥子影响。---最自信的大重庆人---最自信的大重庆---居然没有戴口罩---是不是像极了切尔诺贝利的桥上人---头铁---根本买不到，怎么戴---不戴口罩还乱跑，真自信---根本买不到---天津这边路上没人了，景点都关了，大家都在家呆着了---
av96961624,【新型冠状病毒科普知识】心理调适实用方法之着陆技术,新冠肺炎防控心理健康系列视频之十六;;;视频来源：;;;国家卫生健康委员会宣传司;;;中国健康教育中心;;;健康中国行动推进委员会办公室宣传组;;;首都医科大学附属北京安定医院,0,2,0,6,0,194,0,4,2,340,
av85082956,论文分析：武汉新型冠状病毒作用机制及与sars传染性强弱。,看到很多媒体号的推送，大多是文字性的，特别有些推送对这个机理理解有歧义，因此把这篇论文读了几遍和大家分享下。;;;其中结论部分直接取自原文，以免因为我的主观因素（如学术水平，理解差异）给大家带来理解性的误导。;;;最后第一次投稿，希望大家能够理解一些小问题，谢谢。;;;愿中国平安。;;;论文来源：https://doi.org/10.1007/s11427-020-1637-5,82,1267,0,1022,0,1435,0,132,530,28636,赞一个---牛逼---大佬牛逼---大佬 NB---硬核科普，在线辟谣---分开都懂---科学---自由能不是结合能力，自由能只反应过程的热力学性质，结合能力更需要考虑动力学因素。---这是蛋白序列---听不懂很尴尬哈哈哈哈---
av85916634,创业一定要谨慎 新型冠状病毒让我事业重挫,-,184,644,0,354,0,1294,0,302,294,36939,是的，创业能走到最后不光是靠运气好---太假了---太惨了---太惨了---哈哈哈哈---下半辈子还债---声音突然变小---诡异---这个声音从小到小到更小---老哥，加油---
av84933867,湖北省通报：新型冠状病毒肺炎进入第二波流行上升期,http://view.inews.qq.com/a/AUS2020012500465809?cur_vid=r0033z0t104&chlid=news_news_antip&jumpType=104&devid=8577f9f013133853&qimei9=8577f9f013133853&uid=,8,8,0,35,0,482,0,120,72,57502,有人么---有，时刻关心---我们那个小县城都有了---11---专家---强者发型---快3000了，疑似病例5700，，，，，，，，---……---
av87237480,全球冠状病毒最主要宿主蝙蝠 盘点战队中的蝙蝠 兽拳战队激气蝙蝠 动物战队 激气蝙蝠烈火 电动玩法介绍 假面骑士龙骑夜骑对比 统裁兽王武器回旋镖 大鹏评测,全球冠状病毒最主要宿主蝙蝠盘点战队中的蝙蝠兽拳战队激气蝙蝠动物战队李芳蝙蝠激气蝙蝠烈火电动玩法介绍假面骑士龙骑夜骑对比统裁兽王武器回旋镖最近疫情的病毒是从这东西身上传出来的大鹏评测,137,269,0,258,0,2520,0,111,9,36472,紧跟热点呀，大鹏---这皮套真不行---66666，兽拳---我的国产5鸟合体呢？---看不懂，哈哈哈---玩腿？---我要飞的更高---爱的魔力转圈圈---哈哈，戳中笑点了，有点冷---我去---
av88917386,上帝是个程序员，虚拟世界中的冠状病毒，世界是虚拟的证据【uncle想象家】,https://www.youtube.com,239,115,0,513,0,744,0,225,234,28195,不是这样的，建议看看妈咪说里面的解释---跟老高说的不一样---可能是系统扫描的极限速度---up最后这句暴露感性的一面 回头继续撒欢儿---你咋不说这个是复制了相同系统信息的粒子 他们的系统时间是一样的---小说写的不错…---基因编码病毒---因为那个层面的联系，不存在人类所谓的空间---同款壁纸---如果真是这样，我想要重开---
av85683913,辟谣！SARS是美国对中国的生物战？抽烟、喝酒能抵抗新型冠状病毒？这些谣言千万不要信！,"1.非典是美国专门针对中国的生物战,是种族灭绝计划;;;2.武汉爆发的神秘疾病已被证实为新型SARS病毒;;;3.好消息传来:新冠肺炎疫苗出来啦！;;;4.阿司匹林能有效延缓新冠肺炎病情;;;5.新型冠状病毒在2018年就被发现了;;;6.海鲜会传染新型冠状病毒;;;7.用了7天的N95口罩用吹风机吹或酒精消毒可继续用;;;8.抽烟能抵抗新型冠状病毒;;;9.喝酒能预防病毒感染;;;10.日本派遣1000人医疗队前往武汉;;;不信谣，不传谣。自觉维护网络环境，提高甄别是非的能力，让谣言止于智者。;;;上一期：av81485798",91,81,0,245,0,1207,0,1227,242,43916,鸵鸟心态---借您吉言！！！！！！！！！---你对疫苗研制出来是不是有什么误解---日本民间捐赠100w口罩也是谣言，已经辟谣了---事实上美国接管了731部队的研究成果 且美国有细菌战历史---就阴谋论了，咋滴吧？这就算无良了？---中国牛逼---美国故意的---这是营销号出来害人了吧---没啥不可能的---
av86741017,【深度解读】带你全面了解新型冠状病毒,小UP生存不易，仓鼠君现的每一期节目都是真的在用心制作，为了更好的节目效果，每期文案都会改到吐血，这期节目同样是倾尽全力的作品，只求大家能戳进来看看，保证不会后悔的，大家的长按三连+分享，才能让节目获得更多的曝光，让我有信心可以继续苟活下去...拜托大家了;;;;;;本期节目扩展阅读：;;;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5457962/;;;https://www.nejm.org/doi/10.1056/NEJMoa2001316,115,1479,0,587,0,1704,0,112,159,17474,先三联 等会儿在看---bgm有点出戏，哈哈哈---支持---涨知识了---丝国一---嗯嗯嗯早就看完了---噬菌体---基础生物知识---读错了---是我听错了吗？萨克斯病毒?---
av85120050,当你尝试在新型冠状病毒期间的武汉药店买东西时,武汉加油!!!中国加油!!!,3,20,0,28,0,658,0,42,24,55685,还板蓝根呢---真的，所有商店都可以弄个传递窗了！安全---你想表达什么呢？？？---
av84902298,冬泳怪鸽对新型冠状病毒宣战,快手,67,303,0,392,0,3477,0,106,752,48480,第一个---好燃---干就好了！---加油---奥利给---武汉加油！！！---害怕---卧槽---我是病毒，我现在慌得一批---加油---
av87382244,【聊天】一个癌症患者是如何抗击疫情保护自己的【新型冠状病毒肺炎】,第一次给大家聊的身体状况，很抱歉这么突然。;;;希望通过我的故事给大家带来更多战胜疫情的希望，并且为疫情下的癌症患者们发出一点呼声。;;;让我们一起静待春暖花开！;;;找我玩：;;;微博/小红书：叮咚betty,120,682,0,189,0,1074,0,178,50,27749,姐姐加油！---加油！---中国加油---希望身体健康啊！！！---加油！---会越来越好---好人有好报---加油加油加油---加油up---不要---
av95302703,敢吃吗？法国糕点师发明“冠状病毒”巧克力，称：把快乐带给人们！,https://www.ixigua.com/i6802543500744196611/?logTag=HpZPFK_NOa-VBWkgjD1vd;;;近日，来自法国西部的一名巧克力师发明了“冠状病毒”主题的巧克力，他称这么做是为了在疫情期间把快乐带给人们。,18,1,0,23,0,509,0,95,18,5862,小姑娘很好看---害怕---被封面骗了进来---老婆好---快乐你妹！---害怕---有啥快乐的？？？？---害怕---我想吃emmmm---请你们尊敬一下，行吗？？---
av93787064,因新型冠状病毒滞留泰国三天，小姐姐因祸得福吃到脸一样大的龙虾,新人up主不易哈哈哈，希望大家支持三连加转发有机会抽5个幸运儿送出50的小红包，穷哈哈点赞过1000就抽奖,91,182,0,431,0,480,0,59,117,6166,
av84822234,远离冠状病毒，从你做起！,虽然是一个已经被玩烂的梗，但这是我昨天在基地群看到这张图的一瞬间迸发出来的灵感……;;;做了半天左右吧，虽然质量很低（;;;即使是这样，也不要白嫖aaaa,245,143,0,368,0,2620,0,145,29,50644,All We Know!---此曲一出，非死即伤---同乐！---必拿冠哈哈哈---真•冠型病毒---hhhhhhh---真实--- 青海也有了---暂停，退出，完美～～---ohhhhhhhhhhhhhhhhhh---
av85291181,5分钟教你科学预防新型冠状病毒肺炎,出品：科普中国,35,442,0,523,0,3646,0,225,939,41327,这个BGM真的很出戏---!!!---好惨一官方---bgm太大声了---awsl---a---像艾滋---七班的同学们---白云华服---白云华府牛逼---
av85465384,被新冠状病毒困在家中的武汉男孩能干嘛,今天是足不出户的第六天，继续自嗨。;;;防弹的鸦雀特别适合一群沙雕一起嗨，我希望疫情彻底结束后，武汉喜欢跳舞的沙雕们能和我一起以武汉的10个地标为背景跳10遍鸦雀，庆祝一下。;;;我的鸦雀呀，一起生活吧。,121,478,0,270,0,2488,0,296,82,39904,？？？---hhhhhhhhhhhh哈哈哈哈哈哈哈哈哈哈---发型有点像锡锡---hhhh哈哈哈哈哈哈哈---加油呀男米，我们一直和你在一起---跳的很棒，超级帅！---周黑鸭出现场了，小哥哥可以去学了，这样时间过得快哈哈---还是这个练习室版本哈哈哈---有内味了---哈哈哈哈哈哈---
av86468280,广东女村官粤语版广播来了！6大措施有效预防冠状病毒疫情，实用，硬核！,广东女村官粤语版广播来了！6大措施有效预防冠状病毒疫情，实用，硬核！相比河南版广播，你更喜欢哪个？,105,52,0,190,0,684,0,132,156,42493,连口罩都买不到，还物资充足？---茂名---广州冼村---疑似不是二次---鼓掌，起立，敬礼。---不错啊，好像主持人---用番碱洗手---好正式好温和啊~---相当标准的广东话---像我们居委拉音箱放出来的一模一样？茂名？---
av84730183,《急诊科医生》电视剧竟有新型冠状病毒的“预言”！,武汉加油!,100,55,0,169,0,628,0,128,1118,54338,编剧预言家？---甲性是霍乱和鼠疫---卧槽编剧带预言家---？？？？---？---细思极恐---？？---最近每过几年就会发现一个新的冠状病毒---这里说的是中东呼吸综合征吧---？？？？---
av84714882,普通人如何预防新型冠状病毒肺炎？有疑似症状能自行吃药吗？听国家卫健委专家权威解答！,来源：人民日报,62,115,0,249,0,4353,0,337,488,51795,服用药物？看我嘴角，死亡率高高的---1---重点：不要上网看病---自己主动戴了口罩去医院吧---第一第一？---我们这儿要带了口罩才能进医院---高度怀疑就去医院  哪那么多事---这里笑的很灵性，你都怀疑自己是了，还不去看医生---好漂亮---生病不要上网查  会觉得自己得绝症了---
av84985912,新型冠状病毒竟然在2017年电视剧中神奇预言,http://m.iqiyi.com/v_19rrds2iwk.html?key=b398b8ccbaeacca840073a7ee9b7e7e6&msrc=3_31_56&aid=205522901&tvid=836717400&cid=2&identifier=weixinv1&ftype=27&subtype=1&vip_pc=0&vip_tpc=0&isrd=1&p1=2_22_222&social_platform=link;;;2017电视剧《急诊医生》,59,39,0,247,0,497,0,111,409,51692,爷惊了---？？---好吻合啊---就应该马上隔离吧---666---神了---。。。---我靠........ ............ ..---天哪---神预言---
av89480414,【狗哥VS新型冠状病毒】啊哈哈病毒快消失！,狗哥VS新型冠状病毒啊哈哈哈;;;纯属娱乐请勿见怪，病毒快消失鸭,13,45,0,323,0,605,0,77,14,26751,哈哈哈疯狗子---放开我媳妇！人我来！---摔跤狗哥---陆离压制狗哥---两个都我的---这样不好吧---哈哈哈哈哈，狗哥要笑死我---大家好我是作者:你们的三连没了---大家好我是作者:你们的三连没了---大家好我是作者:你们的三连没了---
av87521416,【武汉加油/动画手书】童话镇手书，抗击新型冠状病毒肺炎，看到泪目,bgm：《童话镇》（歌手：三畿道）;;;作者：欢凌汪;;;qq1308568160，微博@欢凌汪;;;部分事件取自于网络。;;;此视频为最近看的新闻以及发生的一系列事件有感而作，新型冠状病毒肺炎席卷了全国，不能到前线去支援武汉，于是做了这么个视频，希望大家看到之后能心情好一些。;;;向一线医护人员致敬，向社会所有爱心人士致敬，希望一切都会好起来。;;;转发请标明作者即可。;;;最后，武汉加油，中国加油！！！,124,752,0,1143,0,1356,0,37,281,18241,武汉加油---武汉加油---武汉加油！！！---武汉加油！！！---武汉加油！！！---武汉加油！！！---武汉加油---武汉加油啊！！！---武汉加油！！！---武汉加油！！！---
av85232840,新编南派骨子老戏《抗新型冠状病毒》,一介书生，于医无策，捐款无资，编一段流水，励人且自励，众志成城，国泰民安,101,1445,0,712,0,1670,0,236,751,22360,你币有了---还带报头---有味儿了---牛的---好---莫得弦真可惜---我觉得这里用天干地支更好---开口声音好像刘宝瑞啊---好！！！---wow！---
av84336871,钟南山：新型冠状病毒肺炎很可能来自野味,钟南山：新型冠状病毒肺炎很可能来自野味。,44,77,0,92,0,1331,0,385,346,54864,中国加油---应该是非洲蜗牛---.....---华农兄弟坚持住---华农兄弟怎么办---？？？？！！！！！---华农人家有检疫的---快点上5G吧---华农兄弟怎么办---@华农兄弟---
av84390764,（个人vlog）（误）武汉人民抗新型冠状病毒性肺炎第二天！,-,78,48,0,40,0,400,0,274,11,55599,饿了---能不能不要什么视频都是这种BGM，对待病毒这么严肃的事放这种BGM？---双层口罩还行---前面的，你狗头批注掉了---妈妈这个人拿鼻孔瞪我---人家视频想怎么样怎么样。难不成非得弄悲伤音乐？---第一次见到人这么少的4号线....---加油啊---天佑我武汉---别人生日不能用？---
av84381385,武汉全名戴口罩，冠状病毒到底有多可怕,-,27,8,0,44,0,95,0,50,22,57175,大家不要惊慌---前面的 戴不戴是人家的事---所以大家没事还是不要乱跑---所以大家没事还是不要乱跑---看样子以后上完小号 两只手都要洗了---自我保护很重要---没有脊椎可不可以别感染我---？？？---戴不戴涉及到公众的安全---我们遇到什么困难---
av87021582,买了个军用防毒面具FMJ05！给冠状病毒安排上！,在这种口罩酒精几乎都被抢购一空的时候，这玩意居然无人问津，爱了爱了。,119,69,0,151,0,1126,0,373,95,37130,牛---并不能---切尔诺贝利---无奈本人无文化，一句卧槽行天下---哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈---不知道啊，最近一直窝在家，想出去大人都不准---？？？---吸氧哈哈哈哈---hhhh---ohhhh---
av84969667,【洛天依】1分钟，教你面对新型冠状病毒,最近武汉的事情想必大家都知道了。;;;困难时期，每个人举动心态各不相同。;;;看到这些，也想简短地说几句，最近几天的情况，以及作为普通民众最该做的事情。;;;有想法的话，也心平气和地讨论吧。;;;原曲：达拉崩吧;;;av9372087,148,735,0,1323,0,3200,0,233,457,29273,众志成城！---不信谣言，保护自己！---学到了---武汉加油！中国加油！---整挺好---666---人才---武汉加油---武汉加油！---可怕的巨魔---
av85314885,【战双帕弥什】帕弥什病毒vs新型冠状病毒,我想这大概是过得最无聊的春节了吧，突如来的病毒让我们只能留在家中;;;原本我计划的休息也变成了肝视频;;;恨死了这该死的病毒了;;;希望大家保护好自己;;;出门记得戴口罩，尽量不去避免人员密集地方;;;拒绝野味~！！;;;武汉加油，中国加油;;;;;;;;;借物表：;;;模型：战双帕弥什-露西亚/Pocket-Vocaloid/Lct红枣/椛暗/军士;;;动作：绅士黑衣;;;镜头：绅士黑衣;;;场景：胧月兔;;;MME：Burner/thunter/Rui_斯基/Ikeno;;;原片地址：搬运：av3290381;;;https://www.youtube.com/watch?v=Z8piSgx_CUM搬运自https://www.youtube.com/watch?v=Z8piSgx_CUM,105,872,0,970,0,2488,0,241,225,26848,6666666---6666---可以可以---有火柴人的感觉---牛批---666---66666---好活---露西亚赶紧把里的枪还回去---危---
av89458171,「趣科普」冠状病毒为何难以被杀死？,＃趣科普＃传染性病毒为何难以被消灭，新型冠状病毒是如何扩散的？为什么造成重大危害的非典型肺炎、新型冠状肺炎被只被分在了传染病乙类？答案都在视频了，欢迎转发评论，希望大家喜欢。,8,292,0,174,0,1477,0,126,156,23381,不严谨---没有弹幕？---橄榄---那这要从一只蝙蝠说起---鼠疫已经有药可以治了啊---好好断句---@恒河---沒人？？---
av87042640,【东北大鼠疫】6个月死亡6万人，100年前的东北鼠疫，比新型冠状病毒可怕得多！,本期简介：;;;100年前东北爆发灭世鼠疫。伍连德如何一人力挽狂澜，击退鼠疫？;;;更多推荐-;;;【琼贝妮特悬案上】：av85641960;;;【琼贝妮特悬案下】：av86132674;;;【石井舞失踪案】：av84815025;;;【松岗伸矢失踪案】：av84420348;;;【楼梯杀妻悬案】：av83849944;;;【俄罗斯棋盘杀手】：av83644605;;;更多资讯-;;;油管：@Wayne调查;;;微博：@Wayne调查,448,904,0,343,0,1390,0,119,367,21376,当时欧洲一共一亿人，六千万的数据哪来的？---二胎加油！备胎那边的时候就喜欢你---武汉加油 中国加油---啊～---来啦来啦---nice---来了来了来了来了---三连---来了来了---估计挂了---
av87395017,"【生化专家】中国首席生化武器专家陈薇少将抵达武汉,研制出新型冠状病毒快速检测方法",-,24,10,0,78,0,394,0,64,54,36695,陈薇少将nb---将军的气质就是不一样---这么少人，你是开玩笑吗？千万人口的大城市，才这么点人运物资？---将军威武！---胖妞---巾帼英雄！---我擦，女少将---666666---英姿飒爽---前面那个人，出去百度一下号，武汉900万人，流动五百万，---
av87629793,冠状病毒气溶胶传播如何避免,网络平台,18,26,0,158,0,189,0,114,1596,34397,草---警告：这个传播途径是必然的，不用确定。---说造谣的，请站出来辟谣。谢谢---辟谣了，还没有证据还没有证据---我滴天---辟谣了，还没确定，反手一个举报---和肺结核一样？---…………新的传播途径，空气传播---不要随地大小号，吐痰---王艺声？---
av85051249,【小智】葫芦岛也发现了两例冠状病毒！今天刚好得了感冒现在很紧张！,长按点赞即可一键三连！共计20硬币就可以在系统消息中领取“逍遥智”粉丝牌啦!(投币/点赞/充电可升级粉丝牌）;;;选自2020.1.25日晚小智-企鹅电竞2333直播！,340,730,0,161,0,911,0,122,41,35976,宇神这就坐实了小智黑粉头子的称号了别---大哥加油，大哥一定没事---好活---好活---好活---杨丰智坚持住啊！---愉悦送走？---哈哈哈哈 宇神 NP---那就好，---一鞠躬---
av86249578,新型冠状病毒还未结束，又来禽流感，这次真的要破产了,-,265,353,0,58,0,920,0,162,37,35658,说鸡不说吧 文明你我他---？？？---看看基吧？---可惜了---不看---88---说鸡  不说吧---祝平安---不如我们把它---惨了---
av86648738,【抗击肺炎大作战】隐宅的日常《光环》第二十五期新型冠状病毒致远岛防疫战,《隐宅的日常》让我们的双足率先踏入地狱！与病魔对抗到底！相信希望！武汉加油！中国加油！;;;欢迎更多同好加入隐宅的日常！;;;微博/抖音/闲鱼：隐宅的日常;;;扩列群：隐宅的日常1029803070;;;我们是宅，宅一家亲！宅就应该互相帮助！互相爱护！长期征集好的拍摄题材！推广二次元文化,162,489,0,358,0,1802,0,134,120,28843,正片---来了来了---halo---大片---？？---措不及防---隐宅一直都很喜欢桶---士官长---家里有岛系列---哈哈哈哈哈哈---
av94421956,【Qing牧】我感染了新型冠状病毒肺炎，这就是我这两个月当鸽子的理由（上）,我已经出院一个多月啦;;;大家在这次疫情中为湖北为武汉都付出了很多;;;真的很感激大家;;;我们每一个人在这次疫情结束后都要努力的好起来;;;我一直想在出现在大家面前时是一个积极的人所以在得病之后选择了不第一时间告诉大家非常抱歉;;;很害怕大家为我担心也很不喜欢别人的可怜但是现在都好啦;;;请各位不要担心我也希望认识很久了但是我没有告诉你的人不要生气;;;还能继续投稿发视频我还是很开心的~,41,152,0,46,0,383,0,107,31,5253,没事就好---就是声音有点小---口罩是关键啊---居然问题发生在美瞳上---阿姨自带病毒---不包准---我音道没了？---加油加油---抱抱你---调到最高音量才能清晰听到---
av86637332,冠状病毒: 愚蠢的老师在散布谎言和谣言。,我只是一名普通的英语老师。我对医务人员一无所知。但是有些老师认为他们比军医甚至政府更了解。这些老师假装不只是英语老师。他们说他们是医生培训师。他们逃到美国，只是为了增加反华粉丝。他们所做的只是散布仇恨和谎言。在我的视频中，当我说：（SerpentZa和Cmilk）时，您会看到我的意思。,188,884,0,186,0,2713,0,253,35,22807,开屏雷击---祖传开头---开屏雷击---novel coronavirus---大家好---是的，我现在在泰国非常安全---许多小伙伴希望我注意安全---今天我想聊一聊更多关于冠状病毒的是---第一第一---开幕雷击---
av90145905,《经济学人》精读 冠状病毒对经济的影响,感谢支持,41,426,0,689,0,1219,0,60,56,12903,嘻嘻嘻嘻嘻嘻---支持～～---肉弹葱鸡！---哈哈哈多加几段嘛---辛苦了---良心制作！赞赞赞赞赞赞!---良心up主老师!赞赞赞!---哈哈哈，官方吐槽---老师好---夺走---
av88357019,【传说之下XMineCraft】用MC加UT的方式去“审判”新型冠状病毒,大家来一起审判新型冠状病毒！！;;;点赞过500或收藏过100出后两期！！,67,69,0,340,0,985,0,48,20,27870,大风车---我的世界好评---武汉加油---高烧了---盖火锅---感冒药对病毒没用啊。。。---风车炮诶（悲惨的回忆涌上脑海，使你充满了决心）---貌似有点慢啊---Sans死在了大风车---这个吧用得好---
av84607286,野味，SARS和新型冠状病毒的源凶，营养价值真的很高吗？|看完绝对不想吃了！,野生动物与养殖动物相比并不具备更高的营养价值，而且食用未经检疫的野味还可能危害健康（传播病毒），钦天君也在此郑重呼吁大家，为了您和您家人的健康，为了社会和谐稳定，拒绝野味，从我做起！,0,202,0,121,0,907,0,162,55,46032,
av88622948,《经济学人》精读3（有关新型冠状病毒）,点赞过400更新下一期~;;;感谢大家的喜爱,90,534,0,857,0,1560,0,54,63,15092,病毒为了存活一半不会加致死性---病毒不会加致死性---toll---noticeabke---quarantine---unthinkable---cancellation---inadequate---seasonal flu---novel coronavirus---
